"Order_ID","Order_Date","Order_Year","Order_Quarter","Order_Month_Name","Product_ID","Product_Name","Category","Supplier_ID","Supplier_Name","Warehouse","Warehouse_City","Warehouse_Region","Warehouse_Country","Warehouse_Capacity","Warehouse_Utilization","Customer_ID","Customer_Region","Customer_Tier","Quantity_Ordered","Quantity_Shipped","Inventory_Level","Reorder_Point","Safety_Stock","Stock_Status","Demand_Forecast","Inventory_Turnover","Lead_Time_Days","Ship_Date","Delivery_Date","Promised_Delivery_Date","Late_Delivery","Transportation_Mode","Transportation_Distance_KM","Shipping_Cost","Fuel_Cost","Supplier_Unit_Cost","Selling_Price","Revenue","Profit","Order_Status","Product_Return_Rate","Customer_Satisfaction","Satisfaction_Missing","Order_Month","Delivery_Delay_Days","Fulfillment_Rate","Profit_Margin","Is_Peak_Season"
"ORD000060",2024-01-05,2024,"Q1","Jan","P0043","Face Moisturizer Max","Health & Beauty","S021","Everest Sourcing","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C01115","Asia Pacific","Key Account",38,37,9,22,11,"Low Stock",39,5.42,9,2024-01-08,2024-01-10,2024-01-10,FALSE,"Air",1933.2,111.24,38.93,28.38,41.92,1551.04,389.74,"Delivered",0.057,4,FALSE,1,0,0.974,0.251,FALSE
"ORD000061",2024-01-05,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",28,17,131,103,68,"In Stock",80,8.61,12,2024-01-07,2024-01-11,2024-01-10,TRUE,"Parcel",910,93.05,18.61,112.88,142.7,2425.9,413.89,"Delivered",0.056,3.1,FALSE,1,1,0.607,0.171,FALSE
"ORD000062",2024-01-05,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",32,31,131,103,68,"In Stock",80,8.61,12,2024-01-08,2024-01-10,2024-01-11,FALSE,"Road",975.6,49.69,13.91,113.62,140.29,4348.99,777.08,"Delivered",0.056,3.5,FALSE,1,-1,0.969,0.179,FALSE
"ORD000063",2024-01-05,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C01505","Asia Pacific","Key Account",13,13,44,43,21,"In Stock",47,9.42,15,2024-01-06,2024-01-08,2024-01-08,FALSE,"Air",1893.6,128.81,45.08,17.87,25.21,327.73,-33.39,"Delivered",0.071,3.5,FALSE,1,0,1,-0.102,FALSE
"ORD000064",2024-01-05,2024,"Q1","Jan","P0077","Wool Sweater Pro","Apparel","S011","Sterling Logistics Partners","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.329,"C01542","North America","Key Account",22,21,6,18,11,"Low Stock",23,6.08,9,2024-01-07,2024-01-11,2024-01-09,TRUE,"Air",15722.7,385.16,134.81,20.5,31.81,668.01,-147.65,"Delivered",0.095,3.5,FALSE,1,2,0.955,-0.221,FALSE
"ORD000065",2024-01-05,2024,"Q1","Jan","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.536,"C01006","North America","Key Account",2,2,7,28,13,"Low Stock",48,9.11,9,2024-01-06,2024-01-09,2024-01-09,FALSE,"Road",956.9,45.51,12.74,28.9,40.13,80.26,-23.05,"Delivered",0.093,3.7,FALSE,1,0,1,-0.287,FALSE
"ORD000066",2024-01-05,2024,"Q1","Jan","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.536,"C02485","North America","Standard",1,1,7,28,13,"Low Stock",48,9.11,12,2024-01-06,2024-01-09,2024-01-09,FALSE,"Road",916.2,43.38,12.15,30.77,42.94,42.94,-31.21,"Delivered",0.093,3.6,FALSE,1,0,1,-0.727,FALSE
"ORD000067",2024-01-05,2024,"Q1","Jan","P0022","Yoga Pants Essential","Apparel","S012","Everest Group","WH-DAL","Dallas","North America","USA",7600,0.756,"C01812","North America","Key Account",21,20,102,40,16,"In Stock",56,6.73,5,2024-01-06,2024-01-08,2024-01-09,FALSE,"Road",853.8,41.21,11.54,5.75,8.91,178.2,21.99,"Returned",0.128,3.4,FALSE,1,-1,0.952,0.123,FALSE
"ORD000068",2024-01-06,2024,"Q1","Jan","P0009","4K Webcam Deluxe","Electronics","S004","Vertex Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.536,"C01006","North America","Key Account",12,11,8,11,6,"Low Stock",13,4.05,13,2024-01-09,2024-01-11,2024-01-12,FALSE,"Road",998.3,46.32,12.97,8.23,9.9,108.9,-27.95,"Delivered",0.109,3.7,FALSE,1,-1,0.917,-0.257,FALSE
"ORD000069",2024-01-06,2024,"Q1","Jan","P0014","Dumbbell Set Pro","Sporting Goods","S034","Summit Group","WH-CHI","Chicago","North America","USA",5400,0.536,"C01006","North America","Key Account",12,12,2,3,2,"Low Stock",12,2.09,2,2024-01-07,2024-01-10,2024-01-10,FALSE,"Road",976.8,45.98,12.87,44.02,60.2,722.4,148.18,"Delivered",0.077,4.4,FALSE,1,0,1,0.205,FALSE
"ORD000070",2024-01-06,2024,"Q1","Jan","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",31,31,249,183,65,"In Stock",160,6.06,17,2024-01-08,2024-01-12,2024-01-11,TRUE,"Road",812.2,39.99,11.2,6.21,9.94,308.14,75.64,"Delivered",0.031,3.8,FALSE,1,1,1,0.245,FALSE
"ORD000071",2024-01-06,2024,"Q1","Jan","P0074","Denim Jacket Classic","Apparel","S017","Vertex Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C01124","Asia Pacific","Key Account",11,9,42,19,10,"In Stock",27,9.72,12,2024-01-09,2024-01-13,2024-01-12,TRUE,"Road",1943.3,73.57,20.6,9.9,14.5,130.5,-32.17,"Delivered",0.118,3,FALSE,1,1,0.818,-0.247,FALSE
"ORD000072",2024-01-06,2024,"Q1","Jan","P0033","Cotton T-Shirt Essential","Apparel","S007","Titan Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.519,"C00291","Latin America","Key Account",24,24,68,23,11,"In Stock",21,2.75,15,2024-01-07,2024-01-09,2024-01-10,FALSE,"Road",1124.6,49.46,13.85,28.2,40.26,966.24,239.98,"Delivered",0.209,4.7,FALSE,1,-1,1,0.248,FALSE
"ORD000073",2024-01-07,2024,"Q1","Jan","P0036","Smart Watch Compact","Electronics","S027","Global Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",4,4,3,3,2,"Low Stock",4,1.07,5,2024-01-08,2024-01-11,2024-01-11,FALSE,"Parcel",858.8,32.88,6.58,10.19,12.45,49.8,-23.84,"Delivered",0.111,4.3,FALSE,1,0,1,-0.479,FALSE
"ORD000074",2024-01-07,2024,"Q1","Jan","P0006","Coffee Table Compact","Furniture","S030","Sterling Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C00122","North America","Key Account",3,3,4,3,2,"In Stock",3,2.13,4,2024-01-08,2024-01-10,2024-01-11,FALSE,"Road",859.6,43.49,12.18,162.8,218.99,656.97,125.08,"Delivered",0.071,4.4,FALSE,1,-1,1,0.19,FALSE
"ORD000075",2024-01-07,2024,"Q1","Jan","P0133","Desk Lamp Lite","Office Supplies","S037","Pinnacle Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.536,"C01321","North America","Key Account",69,69,382,250,136,"In Stock",278,7.76,10,2024-01-09,2024-01-12,2024-01-12,FALSE,"Road",1032.9,50.13,14.04,18.05,21.52,1484.88,189.3,"Delivered",0.019,4.7,FALSE,1,0,1,0.127,FALSE
"ORD000076",2024-01-07,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01021","Europe","Key Account",27,27,76,79,44,"Low Stock",86,8.61,14,2024-01-10,2024-01-12,2024-01-13,FALSE,"Road",625.2,38.48,10.77,120.56,151.65,4094.55,800.95,"Delivered",0.056,5,FALSE,1,-1,1,0.196,FALSE
"ORD000077",2024-01-07,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-CHI","Chicago","North America","USA",5400,0.536,"C02271","North America","Key Account",11,11,297,132,80,"In Stock",107,8.61,11,2024-01-09,2024-01-11,2024-01-12,FALSE,"Road",856.9,42.63,11.94,121.58,154.08,1694.88,314.87,"Delivered",0.056,4.9,FALSE,1,-1,1,0.186,FALSE
"ORD000078",2024-01-07,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-FRA","Frankfurt","Europe","Germany",2250,0.447,"C01385","Europe","Key Account",8,8,22,30,13,"Low Stock",48,9.42,17,2024-01-10,2024-01-11,2024-01-13,FALSE,"Road",559.2,32.89,9.21,18.91,26.36,210.88,26.71,"Delivered",0.071,4.2,FALSE,1,-2,1,0.127,FALSE
"ORD000079",2024-01-07,2024,"Q1","Jan","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",5,5,41,27,13,"In Stock",31,9.11,15,2024-01-10,2024-01-11,2024-01-13,FALSE,"Road",829.2,44.38,12.43,28.89,38.75,193.75,4.92,"Delivered",0.093,3.4,FALSE,1,-2,1,0.025,FALSE
"ORD000080",2024-01-07,2024,"Q1","Jan","P0022","Yoga Pants Essential","Apparel","S012","Everest Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.519,"C02182","Latin America","Key Account",10,9,15,10,8,"In Stock",10,6.73,5,2024-01-09,2024-01-17,2024-01-12,TRUE,"Parcel",1147.1,31.69,6.34,6.09,9.64,86.76,0.26,"Delivered",0.128,3.7,FALSE,1,5,0.9,0.003,FALSE
"ORD000081",2024-01-08,2024,"Q1","Jan","P0077","Wool Sweater Pro","Apparel","S011","Sterling Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.536,"C00464","North America","Key Account",10,10,32,14,6,"In Stock",19,6.08,12,2024-01-11,2024-01-14,2024-01-14,FALSE,"Road",1041.8,46.56,13.04,19.76,30.97,309.7,65.54,"Delivered",0.095,4.4,FALSE,1,0,1,0.212,FALSE
"ORD000082",2024-01-08,2024,"Q1","Jan","P0099","Wireless Earbuds Plus","Electronics","S019","Summit Manufacturing","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",6,6,19,11,9,"In Stock",6,2.38,11,2024-01-11,2024-01-12,2024-01-14,FALSE,"Road",977.2,45.07,12.62,12.34,15.08,90.48,-28.63,"Delivered",0.05,4.6,FALSE,1,-2,1,-0.316,FALSE
"ORD000083",2024-01-08,2024,"Q1","Jan","P0120","Whiteboard Pro","Office Supplies","S030","Sterling Industries","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.329,"C00517","Asia Pacific","Standard",26,25,50,23,18,"In Stock",25,5.03,6,2024-01-11,2024-01-12,2024-01-13,FALSE,"Air",1549,116.48,40.77,27.33,33.3,832.5,32.77,"Delivered",0.013,3.5,FALSE,1,-1,0.962,0.039,FALSE
"ORD000084",2024-01-08,2024,"Q1","Jan","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",19,7,249,183,65,"In Stock",160,6.06,20,2024-01-10,2024-01-12,2024-01-13,FALSE,"Parcel",941.5,25.48,5.1,6.02,9.5,66.5,-1.12,"Delivered",0.031,4.5,FALSE,1,-1,0.368,-0.017,FALSE
"ORD000085",2024-01-08,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C00147","Asia Pacific","Key Account",18,18,44,43,21,"In Stock",47,9.42,13,2024-01-09,2024-01-11,2024-01-11,FALSE,"Air",1696.6,136.77,47.87,19.55,27.81,500.58,11.91,"Delivered",0.071,4.1,FALSE,1,0,1,0.024,FALSE
"ORD000086",2024-01-09,2024,"Q1","Jan","P0086","4K Webcam Eco","Electronics","S019","Summit Manufacturing","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.833,"C01135","Middle East & Africa","Key Account",6,5,15,6,3,"In Stock",6,3.35,13,2024-01-11,2024-01-18,2024-01-14,TRUE,"Road",1276,53.91,15.09,14.66,16.79,83.95,-43.26,"Delivered",0.091,2.9,FALSE,1,4,0.833,-0.515,FALSE
"ORD000087",2024-01-09,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C00072","Europe","Key Account",14,10,78,37,21,"In Stock",54,9.42,8,2024-01-12,2024-01-14,2024-01-15,FALSE,"Parcel",650.2,51.35,10.27,19.63,26.72,267.2,19.55,"Delivered",0.071,3.1,FALSE,1,-1,0.714,0.073,FALSE
"ORD000088",2024-01-09,2024,"Q1","Jan","P0009","4K Webcam Deluxe","Electronics","S004","Vertex Manufacturing","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01646","Europe","Key Account",11,10,13,11,6,"In Stock",11,4.05,14,2024-01-10,2024-01-11,2024-01-13,FALSE,"Parcel",706.8,48.6,9.72,8,9.7,97,-31.6,"Returned",0.109,4.6,FALSE,1,-2,0.909,-0.326,FALSE
"ORD000089",2024-01-09,2024,"Q1","Jan","P0053","Cycling Helmet Essential","Sporting Goods","S009","Anchor Group","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",25,23,3,32,18,"Low Stock",27,2.85,17,2024-01-11,2024-01-13,2024-01-14,FALSE,"Road",909.1,45.49,12.74,29.75,42.21,970.83,241.09,"Returned",0.119,4.7,FALSE,1,-1,0.92,0.248,FALSE
"ORD000090",2024-01-09,2024,"Q1","Jan","P0136","Tablet Prime","Electronics","S002","Prime Manufacturing","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",5,5,27,30,20,"Low Stock",27,10.22,6,2024-01-12,2024-01-14,2024-01-15,FALSE,"Parcel",963.1,37.45,7.49,10.38,12.16,60.8,-28.55,"Delivered",0.093,4.4,FALSE,1,-1,1,-0.47,FALSE
"ORD000091",2024-01-09,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.536,"C01006","North America","Key Account",20,20,149,31,24,"Overstocked",16,9.42,10,2024-01-10,2024-01-12,2024-01-13,FALSE,"Road",912.1,45.16,12.64,18.85,26.14,522.8,100.64,"Delivered",0.071,3.9,FALSE,1,-1,1,0.193,FALSE
"ORD000092",2024-01-09,2024,"Q1","Jan","P0101","Building Block Set Compact","Toys & Games","S003","Atlas Industries","WH-CHI","Chicago","North America","USA",5400,0.536,"C01542","North America","Key Account",11,11,1,15,8,"Low Stock",12,1.63,18,2024-01-11,2024-01-14,2024-01-14,FALSE,"Parcel",942.4,41.94,8.39,33.26,47.19,519.09,111.29,"Delivered",0.083,4.3,FALSE,1,0,1,0.214,FALSE
"ORD000093",2024-01-09,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S008","Anchor Group","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C01397","Asia Pacific","Standard",16,16,119,49,40,"In Stock",16,8.61,17,2024-01-12,2024-01-17,2024-01-15,TRUE,"Road",1717.9,69.34,19.42,146.48,180.96,2895.36,482.34,"Delivered",0.056,3.6,FALSE,1,2,1,0.167,FALSE
"ORD000094",2024-01-09,2024,"Q1","Jan","P0007","Yoga Mat Lite","Sporting Goods","S034","Summit Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01695","Europe","Key Account",20,20,25,11,6,"In Stock",34,7.03,4,2024-01-12,2024-01-13,2024-01-15,FALSE,"Road",694.4,38.63,10.82,17.55,23.52,470.4,80.77,"Returned",0.063,1.9,FALSE,1,-2,1,0.172,FALSE
"ORD000095",2024-01-09,2024,"Q1","Jan","P0004","Electric Toothbrush Essential","Health & Beauty","S021","Everest Sourcing","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",28,27,41,29,21,"In Stock",21,3.19,9,2024-01-10,2024-01-13,2024-01-13,FALSE,"Road",937.9,43.68,12.23,7.17,11.52,311.04,73.77,"Returned",0.058,3.2,FALSE,1,0,0.964,0.237,FALSE
"ORD000096",2024-01-09,2024,"Q1","Jan","P0138","Blender Plus","Home & Kitchen","S005","Cobalt Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",11,11,15,9,8,"In Stock",9,2.99,4,2024-01-11,2024-01-13,2024-01-14,FALSE,"Road",826.7,41.72,11.68,47.04,66.14,727.54,168.38,"Delivered",0,4.2,FALSE,1,-1,1,0.231,FALSE
"ORD000097",2024-01-09,2024,"Q1","Jan","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-FRA","Frankfurt","Europe","Germany",2250,0.447,"C00955","Europe","Key Account",7,7,22,30,13,"Low Stock",48,9.42,8,2024-01-10,2024-01-12,2024-01-13,FALSE,"Parcel",629.9,40.97,8.19,19.57,27.24,190.68,12.72,"Delivered",0.071,4.8,FALSE,1,-1,1,0.067,FALSE
"ORD000098",2024-01-09,2024,"Q1","Jan","P0013","Lip Balm Set Lite","Health & Beauty","S021","Everest Sourcing","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",36,36,249,183,65,"In Stock",160,6.06,9,2024-01-10,2024-01-13,2024-01-13,FALSE,"Road",841,40.95,11.47,6.31,10.14,365.04,96.93,"Delivered",0.031,4.6,FALSE,1,0,1,0.266,FALSE
"ORD000099",2024-01-09,2024,"Q1","Jan","P0097","Sneakers Compact","Apparel","S016","Anchor Trading Ltd.","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.833,"C02355","Middle East & Africa","Key Account",26,25,4,24,8,"Low Stock",28,6.55,19,2024-01-10,2024-01-18,2024-01-12,TRUE,"Air",1383.9,100.43,35.15,20.43,28.13,703.25,92.07,"Delivered",0.12,1.6,FALSE,1,6,0.962,0.131,FALSE
"ORD000100",2024-01-09,2024,"Q1","Jan","P0057","Cutlery Set Max","Home & Kitchen","S014","Beacon Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01646","Europe","Key Account",22,22,0,10,3,"Stock-Out",21,1.27,10,2024-01-12,2024-01-14,2024-01-15,FALSE,"Parcel",700.3,110.9,22.18,182.81,255.86,5628.92,1496.2,"Delivered",0.059,3.6,FALSE,1,-1,1,0.266,FALSE
"ORD000101",2024-01-10,2024,"Q1","Jan","P0066","Notebook Pack Deluxe","Office Supplies","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.756,"C02242","North America","Key Account",69,69,155,134,109,"In Stock",69,8.01,11,2024-01-12,2024-01-14,2024-01-15,FALSE,"Road",882.5,45.61,12.77,27.6,35.32,2437.08,487.07,"Delivered",0.016,4.5,FALSE,1,-1,1,0.2,FALSE
"ORD000102",2024-01-10,2024,"Q1","Jan","P0148","Stapler Set Eco","Office Supplies","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.756,"C02303","North America","Key Account",60,58,127,51,27,"In Stock",66,2.94,12,2024-01-13,2024-01-16,2024-01-16,FALSE,"Road",926.8,46.28,12.96,6.54,8.14,472.12,46.52,"Delivered",0,3.2,FALSE,1,0,0.967,0.099,FALSE
"ORD000103",2024-01-10,2024,"Q1","Jan","P0063","Printer Paper Case Max","Office Supplies","S037","Pinnacle Trading Ltd.","WH-FRA","Frankfurt","Europe","Germany",2250,0.447,"C01773","Europe","Key Account",28,27,9,74,67,"Low Stock",30,6.52,7,2024-01-12,2024-01-17,2024-01-15,TRUE,"Road",561.9,33.48,9.37,37.66,48.96,1321.92,271.62,"Delivered",0.017,3.5,FALSE,1,2,0.964,0.205,FALSE
"ORD000104",2024-01-10,2024,"Q1","Jan","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.519,"C01006","North America","Key Account",12,11,91,69,35,"In Stock",73,8.61,9,2024-01-11,2024-01-15,2024-01-29,FALSE,"Sea",2070.3,126.67,27.87,112.99,141.08,1551.88,182.32,"Returned",0.056,4.1,FALSE,1,-14,0.917,0.117,FALSE
"ORD000105",2024-01-10,2024,"Q1","Jan","P0026","Power Bank Pro","Electronics","S022","Horizon Logistics Partners","WH-SHA","Shanghai","Asia Pacific","China",2200,1.015,"C01274","Asia Pacific","Key Account",6,6,18,10,7,"In Stock",8,6.5,9,2024-01-11,2024-01-13,2024-01-14,FALSE,"Parcel",1912.5,54.69,10.94,30.67,37.26,223.56,-15.15,"Delivered",0.111,4.5,FALSE,1,-1,1,-0.068,FALSE
"ORD000106",2024-01-10,2024,"Q1","Jan","P0102","Lip Balm Set Eco","Health & Beauty","S021","Everest Sourcing","WH-DAL","Dallas","North America","USA",7600,0.756,"C01006","North America","Key Account",17,16,56,32,17,"In Stock",32,3.4,14,2024-01-11,2024-01-14,2024-01-14,FALSE,"Parcel",950.8,29.94,5.99,32.94,52.98,847.68,290.7,"Delivered",0.049,4.5,FALSE,1,0,0.941,0.343,FALSE
"ORD000107",2024-01-10,2024,"Q1","Jan","P0112","Running Shorts Eco","Apparel","S017","Vertex Industries","WH-CHI","Chicago","North America","USA",5400,0.536,"C02111","North America","Key Account",24,24,40,15,9,"In Stock",24,2.69,7,2024-01-12,2024-01-14,2024-01-15,FALSE,"Parcel",858.7,38.16,7.63,38.99,60.17,1444.08,470.16,"Returned",0.184,3.9,FALSE,1,-1,1,0.326,FALSE
"ORD000108",2024-01-10,2024,"Q1","Jan","P0016","Yoga Pants Plus","Apparel","S007","Titan Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01567","Europe","Standard",4,4,76,27,25,"In Stock",4,5.67,17,2024-01-13,2024-01-21,2024-01-16,TRUE,"Road",700.4,36.13,10.12,13.13,20.18,80.72,-7.93,"Delivered",0.117,2.7,FALSE,1,5,1,-0.098,FALSE
"ORD000109",2024-01-10,2024,"Q1","Jan","P0133","Desk Lamp Lite","Office Supplies","S037","Pinnacle Trading Ltd.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.519,"C01006","North America","Key Account",52,52,213,89,68,"In Stock",54,7.76,12,2024-01-12,2024-01-22,2024-01-30,FALSE,"Sea",2051.9,126.9,27.92,18.23,21.54,1120.08,45.22,"Delivered",0.019,3.1,FALSE,1,-8,1,0.04,FALSE
"ORD000110",2024-01-10,2024,"Q1","Jan","P0075","Power Bank Lite","Electronics","S038","Prime Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.536,"C02182","Latin America","Key Account",11,11,4,22,8,"Low Stock",34,5.3,13,2024-01-12,2024-01-18,2024-01-30,FALSE,"Sea",2849,128.88,28.35,12.32,15.26,167.86,-96.54,"Delivered",0.093,4.8,FALSE,1,-12,1,-0.575,FALSE
"ORD000111",2024-01-10,2024,"Q1","Jan","P0097","Sneakers Compact","Apparel","S013","Pinnacle Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",19,19,6,51,28,"Low Stock",48,6.55,13,2024-01-13,2024-01-16,2024-01-16,FALSE,"Road",927.8,43.4,12.15,16.29,22.99,436.81,83.9,"Delivered",0.12,4,FALSE,1,0,1,0.192,FALSE
"ORD000112",2024-01-10,2024,"Q1","Jan","P0096","Lip Balm Set Eco","Health & Beauty","S015","Delta Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.519,"C02182","Latin America","Key Account",22,10,74,24,9,"Overstocked",18,3.33,20,2024-01-11,2024-01-13,2024-01-14,FALSE,"Road",1311,54.53,15.27,20.08,33.57,335.7,80.37,"Delivered",0.027,4.3,FALSE,1,-1,0.455,0.239,FALSE
"ORD000113",2024-01-10,2024,"Q1","Jan","P0039","Rain Jacket Deluxe","Apparel","S011","Sterling Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.756,"C00213","North America","Standard",5,5,57,19,18,"In Stock",5,7.03,8,2024-01-11,2024-01-12,2024-01-14,FALSE,"Parcel",859.2,24.49,4.9,31.48,45.2,226,44.11,"Delivered",0.231,4.7,FALSE,1,-2,1,0.195,FALSE
"ORD000114",2024-01-11,2024,"Q1","Jan","P0054","Hair Dryer Max","Health & Beauty","S015","Delta Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C00446","North America","Standard",6,6,118,40,23,"In Stock",25,2.5,20,2024-01-12,2024-01-19,2024-01-15,TRUE,"Road",912.7,42.5,11.9,8.81,14.02,84.12,-11.24,"Delivered",0.047,3.5,FALSE,1,4,1,-0.134,FALSE
"ORD000115",2024-01-11,2024,"Q1","Jan","P0023","Filing Cabinet Lite","Furniture","S007","Titan Industries","WH-CHI","Chicago","North America","USA",5400,0.536,"C01744","Europe","Key Account",9,9,7,28,13,"Low Stock",48,9.11,17,2024-01-13,2024-01-26,2024-01-31,FALSE,"Sea",6967.5,142.85,31.43,31.67,43.09,387.81,-40.07,"Returned",0.093,3,FALSE,1,-5,1,-0.103,FALSE
"ORD000116",2024-01-11,2024,"Q1","Jan","P0043","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C01542","North America","Key Account",28,27,238,109,39,"In Stock",112,5.42,12,2024-01-12,2024-01-15,2024-01-15,FALSE,"Road",953.6,44.15,12.36,25.58,38.56,1041.12,306.31,"Delivered",0.057,4,FALSE,1,0,0.964,0.294,FALSE
"ORD000117",2024-01-11,2024,"Q1","Jan","P0134","Running Shorts Lite","Apparel","S017","Vertex Industries","WH-DAL","Dallas","North America","USA",7600,0.756,"C00356","North America","Key Account",20,20,63,26,19,"In Stock",20,4.4,10,2024-01-14,2024-01-17,2024-01-17,FALSE,"Road",859.9,41.4,11.59,31.89,47.82,956.4,277.2,"Delivered",0.096,4.3,FALSE,1,0,1,0.29,FALSE
"ORD000118",2024-01-11,2024,"Q1","Jan","P0026","Power Bank Pro","Electronics","S022","Horizon Logistics Partners","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.412,"C01646","Europe","Key Account",8,8,17,9,7,"In Stock",9,6.5,8,2024-01-13,2024-01-14,2024-01-16,FALSE,"Road",675,36.25,10.15,29.32,35.01,280.08,9.27,"Delivered",0.111,5,FALSE,1,-2,1,0.033,FALSE
